invoice_id,branch,category,quantity,unit_price,total,payment,rating,date
INV-0718,C,Sports,5,171.94,859.7,Cash,9.1,2024-06-13
INV-0719,A,Electronics,1,89.15,89.15,Cash,8.2,2024-09-24
INV-0720,B,Clothing,4,129.91,519.64,Credit card,7.8,2024-03-22
INV-0721,A,Beauty,1,198.06,198.06,Ewallet,6.3,2024-06-13
INV-0722,C,Electronics,6,164.76,988.56,Ewallet,4.5,2024-01-14
INV-0723,B,Sports,2,261.54,523.08,Cash,4.0,2024-07-21
INV-0724,A,Clothing,5,482.57,2412.85,Credit card,5.3,2024-03-30
INV-0725,A,Sports,9,406.44,3657.96,Cash,4.2,2024-11-05
INV-0726,B,Electronics,8,270.24,2161.92,Cash,5.6,2024-11-12
INV-0727,A,Food,8,175.08,1400.64,Cash,8.7,2024-12-08
INV-0728,B,Electronics,6,53.56,321.36,Credit card,5.0,2024-09-01
INV-0729,B,Clothing,10,41.01,410.1,Credit card,5.9,2024-11-20
INV-0730,A,Electronics,3,323.2,969.6,Credit card,6.0,2024-08-14
INV-0731,C,Beauty,10,381.1,3811.0,Credit card,8.8,2024-06-15
INV-0732,C,Sports,8,68.54,548.32,Ewallet,8.9,2024-04-23
INV-0733,A,Sports,8,124.37,994.96,Ewallet,6.3,2024-12-08
INV-0734,C,Electronics,9,438.77,3948.93,Ewallet,6.4,2024-02-27
INV-0735,C,Food,8,347.0,2776.0,Ewallet,9.2,2024-11-09
INV-0736,C,Sports,4,425.61,1702.44,Ewallet,5.6,2024-03-13
INV-0737,A,Beauty,9,308.84,2779.56,Credit card,5.9,2024-05-12
INV-0738,B,Clothing,9,15.17,136.53,Cash,4.1,2024-12-12
INV-0739,C,Sports,5,71.9,359.5,Cash,9.9,2024-05-27
INV-0740,B,Sports,2,145.57,291.14,Ewallet,7.8,2024-10-27
INV-0741,C,Electronics,4,14.69,58.76,Ewallet,7.4,2024-11-14
INV-0742,C,Clothing,7,377.45,2642.15,Ewallet,7.6,2024-02-17
INV-0743,A,Food,4,74.36,297.44,Ewallet,4.1,2024-06-11
INV-0744,C,Sports,9,94.83,853.47,Credit card,4.4,2024-06-27
INV-0745,A,Sports,10,21.68,216.8,Ewallet,7.2,2024-11-19
INV-0746,C,Electronics,6,173.88,1043.28,Ewallet,9.4,2024-10-17
INV-0747,B,Beauty,4,423.8,1695.2,Cash,7.5,2024-01-12
INV-0748,A,Clothing,2,494.94,989.88,Credit card,7.4,2024-05-28
INV-0749,B,Sports,10,168.58,1685.8,Cash,4.7,2024-11-04
INV-0750,B,Sports,10,315.41,3154.1,Cash,6.2,2024-10-15
INV-0751,C,Food,8,436.48,3491.84,Credit card,8.0,2024-12-08
INV-0752,B,Clothing,10,438.17,4381.7,Cash,4.1,2024-02-17
INV-0753,B,Clothing,3,213.56,640.68,Credit card,4.3,2024-11-08
INV-0754,A,Beauty,3,91.74,275.22,Credit card,8.7,2024-01-18
INV-0755,B,Beauty,5,452.0,2260.0,Credit card,4.4,2024-05-04
INV-0756,A,Beauty,4,440.4,1761.6,Ewallet,8.5,2024-02-11
INV-0757,A,Food,6,456.06,2736.36,Cash,6.2,2024-07-17
INV-0758,B,Electronics,5,464.72,2323.6,Cash,5.1,2024-03-02
INV-0759,C,Electronics,8,354.51,2836.08,Ewallet,9.1,2024-05-20
INV-0760,A,Electronics,5,365.78,1828.9,Ewallet,9.9,2024-04-19
INV-0761,A,Clothing,3,463.51,1390.53,Credit card,6.5,2024-02-19
INV-0762,C,Clothing,3,192.08,576.24,Ewallet,5.9,2024-05-06
INV-0763,B,Clothing,5,18.74,93.7,Credit card,8.0,2024-07-26
INV-0764,B,Sports,1,387.99,387.99,Credit card,8.2,2024-11-20
INV-0765,A,Food,4,434.36,1737.44,Ewallet,8.1,2024-04-11
INV-0766,C,Sports,9,172.27,1550.43,Ewallet,7.0,2024-07-28
INV-0767,B,Food,6,322.69,1936.14,Cash,6.0,2024-07-05
INV-0768,C,Food,6,349.23,2095.38,Ewallet,9.2,2024-10-06
INV-0769,A,Beauty,4,351.78,1407.12,Cash,6.4,2024-01-11
INV-0770,C,Electronics,5,201.71,1008.55,Ewallet,9.8,2024-10-12
INV-0771,B,Clothing,10,143.96,1439.6,Ewallet,5.4,2024-06-25
INV-0772,A,Clothing,1,223.59,223.59,Credit card,9.0,2024-11-03
INV-0773,B,Sports,8,129.33,1034.64,Ewallet,4.1,2024-05-11
INV-0774,B,Clothing,7,220.32,1542.24,Cash,7.2,2024-01-18
INV-0775,A,Electronics,9,202.02,1818.18,Ewallet,9.9,2024-04-28
INV-0776,B,Clothing,5,254.59,1272.95,Cash,4.4,2024-01-06
INV-0777,B,Food,2,11.04,22.08,Credit card,6.6,2024-09-08
INV-0778,C,Clothing,8,180.78,1446.24,Cash,8.0,2024-07-02
INV-0779,A,Beauty,4,484.96,1939.84,Credit card,5.3,2024-07-17
INV-0780,B,Electronics,5,270.68,1353.4,Credit card,4.7,2024-11-03
INV-0781,A,Electronics,6,322.39,1934.34,Cash,4.2,2024-08-31
INV-0782,B,Clothing,4,280.34,1121.36,Credit card,6.1,2024-02-25
INV-0783,B,Beauty,10,495.88,4958.8,Credit card,7.1,2024-07-27
INV-0784,C,Clothing,1,200.66,200.66,Ewallet,4.6,2024-04-16
INV-0785,A,Beauty,4,344.86,1379.44,Cash,7.4,2024-02-24
INV-0786,A,Clothing,7,55.54,388.78,Credit card,4.6,2024-09-21
INV-0787,B,Sports,5,304.02,1520.1,Ewallet,4.9,2024-03-20
INV-0788,C,Beauty,5,179.66,898.3,Credit card,9.9,2024-07-03
INV-0789,B,Beauty,2,396.18,792.36,Cash,8.7,2024-08-03
INV-0790,A,Sports,1,243.2,243.2,Cash,5.5,2024-08-22
INV-0791,C,Food,5,253.73,1268.65,Credit card,9.9,2024-04-23
INV-0792,B,Sports,1,246.2,246.2,Cash,4.2,2024-09-28
INV-0793,C,Clothing,4,495.96,1983.84,Cash,5.4,2024-06-09
INV-0794,B,Sports,4,491.16,1964.64,Ewallet,6.7,2024-11-03
INV-0795,C,Beauty,4,413.62,1654.48,Cash,6.8,2024-12-06
INV-0796,C,Food,5,142.26,711.3,Ewallet,7.4,2024-11-08
INV-0797,C,Electronics,7,122.27,855.89,Credit card,4.3,2024-11-23
INV-0798,A,Sports,7,488.66,3420.62,Ewallet,6.6,2024-10-07
INV-0799,C,Sports,3,288.12,864.36,Cash,7.6,2024-12-16
INV-0800,A,Sports,5,466.55,2332.75,Credit card,4.8,2024-02-04
INV-0801,B,Sports,5,200.83,1004.15,Credit card,4.4,2024-10-21
INV-0802,B,Electronics,4,361.87,1447.48,Credit card,7.7,2024-09-18
INV-0803,B,Food,5,420.7,2103.5,Credit card,8.1,2024-01-05
INV-0804,C,Sports,8,123.91,991.28,Ewallet,8.9,2024-04-15
INV-0805,A,Beauty,2,165.55,331.1,Ewallet,5.3,2024-11-24
INV-0806,A,Clothing,4,308.23,1232.92,Ewallet,7.3,2024-04-29
INV-0807,C,Clothing,8,368.49,2947.92,Ewallet,8.4,2024-02-19
INV-0808,A,Sports,8,53.81,430.48,Ewallet,6.7,2024-04-24
INV-0809,B,Electronics,2,250.78,501.56,Cash,7.6,2024-01-09
INV-0810,B,Clothing,9,267.86,2410.74,Credit card,9.4,2024-03-17
INV-0811,A,Sports,1,483.28,483.28,Ewallet,7.1,2024-06-15
INV-0812,A,Food,9,299.62,2696.58,Credit card,4.8,2024-09-13
INV-0813,A,Food,6,431.72,2590.32,Cash,9.6,2024-11-27
INV-0814,B,Sports,2,33.98,67.96,Credit card,4.9,2024-10-13
INV-0815,B,Electronics,2,273.96,547.92,Credit card,6.9,2024-11-02
INV-0816,A,Beauty,9,417.0,3753.0,Credit card,8.2,2024-06-22
INV-0817,A,Clothing,10,339.38,3393.8,Cash,8.0,2024-04-26
INV-0818,C,Electronics,4,114.11,456.44,Cash,6.0,2024-06-05
INV-0819,B,Beauty,5,121.55,607.75,Ewallet,7.1,2024-04-20
INV-0820,C,Electronics,10,351.42,3514.2,Cash,7.9,2024-08-14
INV-0821,B,Clothing,9,210.6,1895.4,Ewallet,8.2,2024-06-28
INV-0822,B,Beauty,8,220.07,1760.56,Ewallet,9.9,2024-10-22
INV-0823,B,Sports,9,95.74,861.66,Credit card,7.0,2024-07-18
INV-0824,A,Beauty,4,338.54,1354.16,Ewallet,7.5,2024-02-16
INV-0825,C,Electronics,10,221.56,2215.6,Ewallet,7.4,2024-01-04
INV-0826,C,Clothing,3,470.72,1412.16,Cash,6.3,2024-09-10
INV-0827,B,Food,10,401.6,4016.0,Cash,6.6,2024-11-22
INV-0828,C,Food,3,393.27,1179.81,Cash,8.9,2024-08-18
INV-0829,B,Food,4,276.43,1105.72,Credit card,5.5,2024-12-16
INV-0830,B,Beauty,2,118.17,236.34,Credit card,8.9,2024-07-20
INV-0831,C,Food,4,246.94,987.76,Cash,4.3,2024-12-23
INV-0832,C,Sports,9,381.33,3431.97,Cash,6.3,2024-09-26
INV-0833,B,Food,9,294.05,2646.45,Cash,6.2,2024-12-23
INV-0834,A,Electronics,10,193.81,1938.1,Cash,5.8,2024-03-06
INV-0835,A,Sports,1,164.7,164.7,Ewallet,9.0,2024-10-17
INV-0836,C,Sports,5,166.78,833.9,Ewallet,7.4,2024-07-20
INV-0837,C,Sports,7,416.78,2917.46,Ewallet,6.5,2024-01-26
INV-0838,C,Beauty,7,417.45,2922.15,Cash,5.0,2024-03-23
INV-0839,C,Sports,4,416.29,1665.16,Credit card,6.6,2024-08-11
INV-0840,A,Electronics,5,211.31,1056.55,Credit card,9.4,2024-08-20
INV-0841,A,Beauty,5,209.41,1047.05,Cash,6.7,2024-07-26
INV-0842,B,Beauty,10,191.78,1917.8,Cash,6.0,2024-05-31
INV-0843,B,Electronics,6,144.95,869.7,Credit card,9.8,2024-12-16
INV-0844,B,Clothing,3,358.1,1074.3,Cash,8.1,2024-06-15
INV-0845,B,Sports,2,320.06,640.12,Cash,5.1,2024-09-03
INV-0846,C,Clothing,8,19.49,155.92,Cash,7.3,2024-07-29
INV-0847,B,Food,6,213.13,1278.78,Cash,6.7,2024-03-24
INV-0848,C,Electronics,6,264.61,1587.66,Credit card,6.7,2024-03-31
INV-0849,C,Food,3,85.49,256.47,Cash,6.3,2024-11-26
INV-0850,C,Sports,4,164.78,659.12,Ewallet,7.4,2024-02-24
INV-0851,A,Sports,2,196.49,392.98,Ewallet,8.6,2024-01-04
INV-0852,C,Beauty,9,76.96,692.64,Credit card,7.1,2024-10-12
INV-0853,C,Clothing,8,396.28,3170.24,Cash,4.6,2024-01-30
INV-0854,C,Sports,1,456.48,456.48,Ewallet,8.7,2024-11-05
INV-0855,B,Food,6,192.91,1157.46,Credit card,7.1,2024-06-15
INV-0856,C,Electronics,4,350.63,1402.52,Credit card,5.1,2024-09-21
INV-0857,B,Electronics,10,243.25,2432.5,Cash,9.9,2024-07-04
INV-0858,C,Beauty,8,189.95,1519.6,Cash,6.8,2024-10-28
INV-0859,B,Electronics,8,335.45,2683.6,Ewallet,5.7,2024-10-08
INV-0860,A,Electronics,9,160.88,1447.92,Credit card,4.7,2024-03-08
INV-0861,C,Beauty,8,240.79,1926.32,Ewallet,6.0,2024-01-19
INV-0862,A,Clothing,5,269.49,1347.45,Credit card,9.0,2024-02-07
INV-0863,A,Electronics,8,229.66,1837.28,Credit card,8.1,2024-06-17
INV-0864,A,Clothing,8,382.78,3062.24,Credit card,5.0,2024-07-25
INV-0865,C,Sports,5,292.33,1461.65,Ewallet,8.1,2024-01-10
INV-0866,B,Food,3,370.33,1110.99,Cash,7.4,2024-02-16
INV-0867,A,Electronics,10,457.85,4578.5,Cash,7.1,2024-12-03
INV-0868,A,Electronics,4,436.82,1747.28,Ewallet,6.2,2024-12-28
INV-0869,C,Clothing,10,217.94,2179.4,Ewallet,5.3,2024-09-05
INV-0870,B,Clothing,5,222.72,1113.6,Credit card,9.0,2024-04-07
INV-0871,B,Food,8,361.72,2893.76,Credit card,7.7,2024-09-15
INV-0872,A,Electronics,6,350.58,2103.48,Credit card,10.0,2024-10-22
INV-0873,B,Clothing,5,465.69,2328.45,Credit card,6.9,2024-09-13
INV-0874,C,Clothing,2,309.97,619.94,Ewallet,8.3,2024-12-25
INV-0875,C,Electronics,8,313.61,2508.88,Ewallet,5.8,2024-09-09
INV-0876,A,Sports,4,108.78,435.12,Credit card,5.8,2024-11-07
INV-0877,B,Electronics,7,96.26,673.82,Cash,6.5,2024-05-16
INV-0878,C,Sports,7,293.24,2052.68,Cash,5.3,2024-09-01
INV-0879,A,Electronics,8,475.53,3804.24,Ewallet,8.1,2024-07-27
INV-0880,B,Beauty,8,60.23,481.84,Credit card,4.0,2024-10-02
INV-0881,A,Beauty,1,488.89,488.89,Cash,8.6,2024-11-11
INV-0882,C,Food,2,234.14,468.28,Cash,6.0,2024-09-20
INV-0883,B,Sports,5,346.26,1731.3,Ewallet,4.4,2024-06-15
INV-0884,B,Food,3,449.96,1349.88,Ewallet,7.0,2024-09-30
INV-0885,C,Electronics,7,244.5,1711.5,Credit card,7.9,2024-03-13
INV-0886,A,Electronics,5,221.32,1106.6,Cash,8.6,2024-09-09
INV-0887,C,Beauty,4,357.61,1430.44,Cash,4.3,2024-05-31
INV-0888,A,Clothing,9,162.91,1466.19,Credit card,5.1,2024-09-04
INV-0889,B,Food,9,447.02,4023.18,Ewallet,4.5,2024-07-18
INV-0890,C,Food,2,141.17,282.34,Ewallet,4.6,2024-06-29
INV-0891,A,Beauty,7,285.58,1999.06,Ewallet,5.2,2024-01-08
INV-0892,A,Electronics,1,118.71,118.71,Credit card,4.7,2024-11-11
INV-0893,A,Sports,9,373.2,3358.8,Credit card,8.1,2024-07-25
INV-0894,C,Sports,4,91.66,366.64,Credit card,6.4,2024-04-16
INV-0895,A,Food,6,204.54,1227.24,Credit card,6.2,2024-07-30
INV-0896,B,Sports,7,301.56,2110.92,Credit card,8.0,2024-06-27
INV-0897,B,Beauty,10,240.96,2409.6,Credit card,6.0,2024-06-18
INV-0898,C,Sports,9,110.42,993.78,Ewallet,9.1,2024-10-05
INV-0899,C,Beauty,6,34.86,209.16,Cash,6.3,2024-10-04
INV-0900,B,Food,3,301.32,903.96,Credit card,5.1,2024-07-06
INV-0901,A,Beauty,6,143.42,860.52,Ewallet,8.0,2024-12-10
INV-0902,A,Food,2,332.73,665.46,Cash,7.0,2024-05-12
INV-0903,C,Food,9,17.22,154.98,Cash,5.4,2024-11-21
INV-0904,C,Sports,9,73.34,660.06,Ewallet,8.7,2024-11-28
INV-0905,C,Beauty,6,177.48,1064.88,Ewallet,8.1,2024-12-11
INV-0906,A,Electronics,8,66.05,528.4,Cash,9.9,2024-02-17
INV-0907,A,Beauty,6,115.04,690.24,Cash,6.3,2024-07-30
INV-0908,C,Beauty,7,316.73,2217.11,Ewallet,8.8,2024-03-04
INV-0909,C,Clothing,3,372.4,1117.2,Cash,4.5,2024-01-23
INV-0910,C,Electronics,6,435.92,2615.52,Credit card,9.7,2024-04-27
INV-0911,A,Beauty,7,368.82,2581.74,Credit card,5.4,2024-08-29
INV-0912,B,Beauty,8,45.46,363.68,Credit card,9.4,2024-08-17
INV-0913,B,Sports,5,100.77,503.85,Ewallet,8.3,2024-11-04
INV-0914,A,Sports,10,112.3,1123.0,Credit card,7.8,2024-07-13
INV-0915,B,Food,4,129.36,517.44,Cash,6.1,2024-05-25
INV-0916,C,Sports,1,20.42,20.42,Cash,6.5,2024-04-01
INV-0917,B,Food,2,418.68,837.36,Cash,7.1,2024-04-14
INV-0918,A,Sports,7,439.14,3073.98,Cash,4.3,2024-02-28
INV-0919,A,Electronics,8,177.18,1417.44,Credit card,8.3,2024-01-25
INV-0920,A,Electronics,6,303.75,1822.5,Cash,8.8,2024-04-25
INV-0921,A,Clothing,1,91.84,91.84,Cash,7.3,2024-06-21
INV-0922,A,Sports,4,261.22,1044.88,Cash,9.9,2024-05-21
INV-0923,C,Clothing,9,381.78,3436.02,Credit card,4.5,2024-04-26
INV-0924,A,Sports,10,13.98,139.8,Cash,4.7,2024-10-09
INV-0925,A,Clothing,6,210.84,1265.04,Cash,7.4,2024-05-02
INV-0926,C,Clothing,6,465.57,2793.42,Credit card,6.3,2024-03-18
INV-0927,A,Clothing,3,165.47,496.41,Ewallet,4.9,2024-04-22
INV-0928,C,Clothing,1,286.42,286.42,Ewallet,5.6,2024-02-26
INV-0929,A,Sports,7,482.75,3379.25,Cash,5.3,2024-05-23
INV-0930,A,Beauty,4,184.72,738.88,Credit card,7.4,2024-09-10
INV-0931,C,Food,8,124.81,998.48,Credit card,6.3,2024-02-19
INV-0932,C,Sports,9,408.55,3676.95,Cash,8.7,2024-11-10
INV-0933,A,Sports,2,298.31,596.62,Cash,6.5,2024-01-06
INV-0934,C,Beauty,10,304.75,3047.5,Ewallet,7.0,2024-01-22
INV-0935,C,Food,3,112.42,337.26,Credit card,6.8,2024-05-22
INV-0936,B,Clothing,5,69.16,345.8,Cash,9.3,2024-02-28
INV-0937,C,Sports,9,275.31,2477.79,Cash,9.6,2024-10-16
INV-0938,B,Food,7,489.52,3426.64,Credit card,9.6,2024-05-26
INV-0939,C,Electronics,6,389.57,2337.42,Ewallet,7.9,2024-09-08
INV-0940,A,Electronics,2,206.51,413.02,Cash,7.4,2024-05-22
INV-0941,A,Sports,6,202.87,1217.22,Ewallet,9.6,2024-10-30
INV-0942,C,Electronics,1,138.99,138.99,Cash,8.1,2024-10-21
INV-0943,B,Clothing,7,461.96,3233.72,Credit card,4.7,2024-09-06
INV-0944,B,Food,4,112.64,450.56,Credit card,8.2,2024-06-12
INV-0945,C,Food,5,481.24,2406.2,Ewallet,6.9,2024-08-31
INV-0946,B,Sports,6,212.49,1274.94,Ewallet,7.1,2024-02-25
INV-0947,A,Electronics,9,350.36,3153.24,Credit card,7.1,2024-01-21
INV-0948,A,Clothing,5,317.86,1589.3,Cash,8.4,2024-01-24
INV-0949,A,Food,7,130.11,910.77,Credit card,4.1,2024-02-14
INV-0950,A,Beauty,6,412.04,2472.24,Ewallet,7.7,2024-12-27
INV-0951,C,Electronics,8,39.24,313.92,Ewallet,6.1,2024-01-16
INV-0952,C,Beauty,6,61.11,366.66,Credit card,6.9,2024-04-20
INV-0953,B,Clothing,3,392.68,1178.04,Cash,6.3,2024-10-10
INV-0954,B,Sports,2,66.53,133.06,Cash,5.2,2024-08-09
INV-0955,A,Food,8,130.89,1047.12,Credit card,6.0,2024-08-27
INV-0956,C,Electronics,1,23.49,23.49,Cash,8.7,2024-10-08
INV-0957,B,Electronics,2,360.53,721.06,Cash,6.1,2024-03-20
INV-0958,B,Beauty,2,114.8,229.6,Cash,5.8,2024-03-12
INV-0959,A,Electronics,6,190.23,1141.38,Ewallet,8.0,2024-07-09
INV-0960,A,Beauty,7,82.82,579.74,Cash,5.3,2024-09-27
INV-0961,B,Sports,1,203.03,203.03,Ewallet,4.6,2024-02-06
INV-0962,B,Electronics,9,58.87,529.83,Cash,4.1,2024-10-12
INV-0963,B,Food,10,487.94,4879.4,Ewallet,5.2,2024-03-19
INV-0964,B,Electronics,6,15.27,91.62,Cash,7.3,2024-05-02
INV-0965,A,Sports,8,314.58,2516.64,Cash,8.6,2024-10-05
INV-0966,C,Clothing,1,238.6,238.6,Credit card,9.2,2024-09-16
INV-0967,A,Beauty,2,98.29,196.58,Ewallet,4.7,2024-12-22
INV-0968,C,Food,10,495.51,4955.1,Cash,9.9,2024-12-24
INV-0969,C,Electronics,2,414.62,829.24,Cash,4.3,2024-08-17
INV-0970,C,Electronics,2,319.57,639.14,Ewallet,4.0,2024-03-07
INV-0971,A,Food,4,231.65,926.6,Ewallet,4.5,2024-11-26
INV-0972,B,Beauty,9,220.6,1985.4,Credit card,9.4,2024-06-05
INV-0973,B,Beauty,5,86.29,431.45,Ewallet,6.7,2024-10-02
INV-0974,A,Food,5,161.1,805.5,Ewallet,7.1,2024-08-04
INV-0975,B,Sports,10,220.23,2202.3,Credit card,4.9,2024-03-30
INV-0976,C,Sports,3,265.37,796.11,Credit card,4.5,2024-02-17
INV-0977,C,Clothing,3,12.05,36.15,Cash,9.9,2024-08-07
INV-0978,B,Electronics,3,46.53,139.59,Credit card,6.4,2024-11-15
INV-0979,B,Clothing,9,338.5,3046.5,Ewallet,4.9,2024-10-23
INV-0980,A,Food,2,361.74,723.48,Cash,5.2,2024-01-06
INV-0981,A,Clothing,6,315.35,1892.1,Ewallet,9.8,2024-06-28
INV-0982,C,Electronics,2,95.5,191.0,Ewallet,7.5,2024-08-12
INV-0983,C,Clothing,10,74.9,749.0,Ewallet,7.2,2024-12-20
INV-0984,B,Beauty,3,269.57,808.71,Ewallet,5.4,2024-12-12
INV-0985,C,Food,4,137.88,551.52,Ewallet,7.1,2024-02-22
INV-0986,C,Electronics,2,179.13,358.26,Ewallet,8.9,2024-06-12
INV-0987,A,Clothing,2,44.92,89.84,Ewallet,7.2,2024-10-24
INV-0988,B,Beauty,1,356.32,356.32,Ewallet,8.6,2024-09-28
INV-0989,B,Electronics,1,125.49,125.49,Cash,6.2,2024-07-11
INV-0990,C,Food,3,296.64,889.92,Ewallet,6.9,2024-03-15
INV-0991,B,Beauty,9,418.0,3762.0,Cash,8.9,2024-04-12
INV-0992,B,Food,3,487.85,1463.55,Credit card,8.7,2024-08-03
INV-0993,A,Electronics,5,467.0,2335.0,Credit card,4.7,2024-09-15
INV-0994,B,Food,8,300.06,2400.48,Ewallet,6.9,2024-11-19
INV-0995,C,Beauty,3,77.16,231.48,Credit card,9.6,2024-06-10
INV-0996,A,Clothing,3,343.33,1029.99,Credit card,7.0,2024-01-17
INV-0997,A,Electronics,10,347.19,3471.9,Cash,6.7,2024-08-04
INV-0998,C,Electronics,1,275.63,275.63,Credit card,7.7,2024-05-12
INV-0999,C,Electronics,9,48.64,437.76,Credit card,7.7,2024-12-15
INV-1000,A,Sports,1,220.09,220.09,Credit card,6.5,2024-05-07
INV-1001,A,Food,3,108.82,326.46,Ewallet,6.4,2024-04-11
INV-1002,A,Beauty,9,39.86,358.74,Ewallet,4.4,2024-09-08
INV-1003,A,Food,6,211.64,1269.84,Cash,6.4,2024-02-14
INV-1004,B,Food,10,196.72,1967.2,Ewallet,7.8,2024-05-07
INV-1005,A,Electronics,8,283.83,2270.64,Cash,4.9,2024-12-21
INV-1006,A,Food,5,402.37,2011.85,Credit card,8.8,2024-04-17
INV-1007,A,Sports,10,291.73,2917.3,Ewallet,5.0,2024-06-09
INV-1008,C,Sports,10,251.58,2515.8,Cash,6.6,2024-06-03
INV-1009,B,Clothing,7,89.71,627.97,Credit card,9.1,2024-03-12
INV-1010,B,Food,8,376.26,3010.08,Credit card,6.8,2024-09-21
INV-1011,B,Clothing,6,444.98,2669.88,Ewallet,9.0,2024-05-04
INV-1012,C,Beauty,4,227.28,909.12,Ewallet,9.4,2024-05-11
INV-1013,A,Beauty,4,242.51,970.04,Ewallet,7.2,2024-03-02
INV-1014,B,Food,6,145.72,874.32,Cash,7.5,2024-02-27
INV-1015,A,Electronics,3,344.05,1032.15,Credit card,9.4,2024-08-16
INV-1016,C,Sports,3,40.86,122.58,Credit card,9.7,2024-11-25
INV-1017,B,Food,8,45.61,364.88,Credit card,7.1,2024-12-14
INV-1018,C,Clothing,1,416.22,416.22,Cash,9.3,2024-11-08
INV-1019,C,Sports,2,353.74,707.48,Ewallet,7.6,2024-07-09
INV-1020,C,Sports,5,483.88,2419.4,Credit card,4.4,2024-11-30
INV-1021,C,Electronics,6,434.04,2604.24,Credit card,8.3,2024-03-11
INV-1022,A,Sports,10,140.75,1407.5,Cash,7.9,2024-03-07
INV-1023,C,Food,5,275.78,1378.9,Cash,9.8,2024-06-23
INV-1024,B,Food,9,410.95,3698.55,Credit card,8.8,2024-12-07
INV-1025,B,Beauty,6,386.67,2320.02,Ewallet,4.9,2024-11-29
INV-1026,A,Sports,3,378.51,1135.53,Credit card,6.2,2024-12-08
INV-1027,A,Clothing,4,229.33,917.32,Ewallet,4.5,2024-06-04
INV-1028,C,Sports,9,499.57,4496.13,Ewallet,6.6,2024-03-29
INV-1029,A,Beauty,4,386.49,1545.96,Cash,4.5,2024-04-18
INV-1030,C,Clothing,9,110.02,990.18,Ewallet,5.6,2024-08-22
INV-1031,B,Beauty,4,241.36,965.44,Ewallet,7.3,2024-06-04
INV-1032,B,Food,8,188.11,1504.88,Ewallet,9.2,2024-08-12
INV-1033,C,Sports,9,278.65,2507.85,Cash,6.3,2024-07-18
INV-1034,B,Food,6,401.76,2410.56,Ewallet,5.3,2024-12-10
INV-1035,B,Beauty,8,196.64,1573.12,Cash,7.3,2024-06-26
INV-1036,A,Beauty,7,141.41,989.87,Ewallet,4.7,2024-06-03
INV-1037,C,Clothing,10,162.09,1620.9,Cash,8.2,2024-02-28
INV-1038,C,Beauty,4,378.28,1513.12,Credit card,7.9,2024-04-06
INV-1039,C,Beauty,6,381.25,2287.5,Cash,7.4,2024-03-10
INV-1040,B,Sports,8,11.63,93.04,Ewallet,7.9,2024-01-10
INV-1041,A,Electronics,5,401.77,2008.85,Cash,7.7,2024-10-16
INV-1042,C,Beauty,4,90.36,361.44,Ewallet,9.7,2024-12-23
INV-1043,B,Beauty,8,126.34,1010.72,Cash,7.5,2024-03-03
INV-1044,C,Beauty,8,359.6,2876.8,Cash,6.3,2024-05-26
INV-1045,A,Food,10,326.6,3266.0,Ewallet,9.1,2024-05-06
INV-1046,A,Electronics,4,286.6,1146.4,Cash,8.0,2024-02-21
INV-1047,B,Sports,10,337.6,3376.0,Credit card,9.3,2024-11-06
INV-1048,C,Food,1,232.69,232.69,Cash,8.6,2024-12-25
INV-1049,C,Food,8,180.24,1441.92,Ewallet,6.7,2024-10-14
INV-1050,A,Food,6,337.83,2026.98,Cash,9.9,2024-04-14
INV-1051,C,Sports,1,114.53,114.53,Credit card,7.4,2024-10-15
INV-1052,A,Beauty,9,424.34,3819.06,Cash,8.8,2024-08-21
INV-1053,B,Beauty,4,392.5,1570.0,Ewallet,4.2,2024-03-14
INV-1054,B,Clothing,10,253.8,2538.0,Ewallet,8.6,2024-05-02
INV-1055,A,Clothing,7,275.23,1926.61,Cash,5.2,2024-01-15
INV-1056,C,Food,5,95.18,475.9,Cash,6.4,2024-06-10
INV-1057,C,Electronics,9,215.9,1943.1,Credit card,8.2,2024-06-03
INV-1058,A,Clothing,9,163.95,1475.55,Ewallet,10.0,2024-09-10
INV-1059,A,Beauty,10,112.52,1125.2,Cash,8.6,2024-03-27
INV-1060,B,Sports,6,452.0,2712.0,Ewallet,4.2,2024-01-31
INV-1061,A,Sports,9,339.62,3056.58,Cash,5.0,2024-07-21
INV-1062,B,Beauty,2,19.42,38.84,Credit card,9.5,2024-02-01
INV-1063,B,Clothing,4,499.56,1998.24,Credit card,5.2,2024-11-01
INV-1064,B,Beauty,1,135.31,135.31,Cash,5.4,2024-12-19
INV-1065,B,Beauty,2,157.2,314.4,Cash,5.1,2024-10-08
INV-1066,A,Clothing,2,495.97,991.94,Ewallet,8.9,2024-01-31
INV-1067,C,Food,4,483.65,1934.6,Cash,9.6,2024-08-28
INV-1068,B,Clothing,3,385.64,1156.92,Credit card,5.9,2024-06-14
INV-1069,C,Sports,8,188.65,1509.2,Ewallet,6.3,2024-02-01
INV-1070,B,Beauty,7,141.26,988.82,Ewallet,5.6,2024-09-10
INV-1071,A,Clothing,10,427.68,4276.8,Ewallet,9.3,2024-02-29
INV-1072,A,Clothing,3,309.99,929.97,Cash,7.0,2024-11-23
INV-1073,C,Food,1,286.02,286.02,Credit card,6.1,2024-07-29
INV-1074,B,Sports,1,124.1,124.1,Ewallet,8.5,2024-07-20
INV-1075,C,Electronics,3,155.2,465.6,Cash,8.4,2024-07-28
